3.2566 19.8296 1
6.5466 19.8296 2
7.9866 25.1526 2
10.6666 34.2149 2
5.8166 34.2149 1
5.5866 19.6189 2
3.3366 19.6189 1
13.4566 42.8263 2
10.4766 33.2157 2
5.6666 33.2157 1
3.5966 21.2786 1
6.8466 21.2786 2
1.5566 10.731 1
2.9166 16.7529 1
5.4466 16.7529 2
8.4966 26.054 2
4.8566 28.179 1
3.4866 20.1135 1
1.7268 11.3826 1
3.2266 18.8975 1
6.2066 18.8975 2
10.6268 33.0979 2
2.5666 15.6501 1
4.7266 15.6501 2
8.5466 27.6547 2
4.6666 27.6547 1
4.3168 13.5914 2
10.6666 32.2329 2
3.5966 22.168 1
7.0866 22.168 2
4.5166 25.3717 1
8.3866 25.3717 2
3.3066 21.1252 1
6.1666 21.1252 2
4.7267 16.8164 2
2.5167 16.8164 1
1.8266 13.0149 1
6.7166 20.4175 2
3.0366 20.4175 1
3.2566 22.5914 1
7.5768 25.9809 2
3.9168 25.9809 1
6.3566 40.3838 1
4.8566 30.6733 1
9.5966 30.6733 2
5.7366 36.4075 1
10.7466 36.4075 2
2.1366 14.0767 1
4.2166 14.0767 2
6.8666 44.3037 1
15.1566 51.3857 2
3.2566 20.5341 1
6.4066 20.5341 2
10.7066 36.6453 2
5.7566 36.6453 1
3.9766 25.0563 1
4.9366 28.6405 1
9.0666 28.6405 2
13.8066 46.274 2
7.3266 46.274 1
12.3566 40.2872 2
6.5466 40.2872 1
3.8267 22.9834 1
6.7266 20.0715 2
4.8166 15.5497 2
2.5366 15.5497 1
1.5166 11.3022 1
10.8066 35.1419 2
1.4120 10.8305 1
3.6320 10.8305 2
4.4520 26.1068 1
8.5420 26.1068 2
2.4820 14.3153 1
7.4720 21.3153 2
2.1920 12.298 1
8.8320 26.9277 2
3.3720 18.9941 1
6.4820 18.9941 2
2.3220 7.17106 2
1.1920 7.17106 1
2.5222 12.7677 1
11.0020 32.2172 2
8.8720 27.5827 2
4.7120 27.5827 1
7.0221 21.8618 2
5.2920 15.6894 2
0.8420 6.28966 1
7.8520 24.5515 2
6.6920 21.304 2
3.4720 21.304 1
1.6722 10.8327 1
6.6220 21.2703 2
3.3420 21.2703 1
1.7920 9.95499 1
6.9922 22.8511 2
3.7122 22.8511 1
11.0820 37.1308 2
8.4920 25.7778 2
9.5420 31.2175 2
7.4320 21.6199 2
1.1020 7.49686 1
1.3320 7.49686 2
2.2520 11.848 1
8.7820 26.3191 2
1.6720 10.715 1
5.2820 16.0632 2
1.9780 13.1912 1
6.5179 21.8798 2
4.1879 25.1311 1
7.7379 25.1311 2
2.6079 16.5036 1
11.9179 40.2784 2
9.6179 32.745 2
2.3879 15.3519 1
3.6979 13.3276 2
2.0279 13.3276 1
3.0779 19.5094 1
5.4579 19.5094 2
7.0479 24.9241 2
4.0179 24.9241 1
9.5279 32.6763 2
11.8879 40.1338 2
7.5079 26.0743 2
10.4679 33.2384 2
4.7179 15.2122 2
2.4379 15.2122 1
6.3779 22.1917 2
5.6379 18.9063 2
4.5879 16.2224 2
2.6179 16.2224 1
11.3079 36.7427 2
7.3979 23.9831 2
